Categoria;Especie;Numero;Ano;Data;NUP;Normativo;Situacao;Legislacao;Palavras;Descricao;Interessados;Correlacoes;Link
Marcas;Nota PFE;315;2008;08/12/2008;52400.004201/08;Não;Vigente;Art. 216 e 217 da LPI.;Marcas. Regularidade de representação. Renúncia de mandato. ;Trata-se de orientação quanto aos procedimentos administrativos que devem ser adotados pela DIRMA, nos casos em que um titular estrangeiro não mantém procurador domiciliado no Brasil. A Procuradoria manifesta que o titular estrangeiro cujo procurador renunciou ao mandato, está sujeito à Interpretação do art. 217, da LPI. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota3152008.pdf
Patentes;Nota PFE;309;2008;01/12/2008;00407.005325/ 2008-71;Não;Vigente;Art. 229 da Lei 9.279/96;Patentes. Anuência prévia. Divergência de entendimentos;Trata-se da divergência de entendimentos acerca da aplicação do artigo 229-C da LPI. A Procuradoria manifesta que o art. 229-C da LPI não conferiu à ANVISA competência para promover exames valendo-se de critérios técnicos e patenteabilidade (novidade, atividade inventiva e aplicação industrial) de competência exclusiva do INPI conforme fixado no artigo 2º da referida lei. Complementa que deve a ANVISA produzir seu exame jungida às suas atribuições institucionais de resguardo e afastamento de riscos à saúde humana•;DIRPA;Despacho 570/SUPRO/PGF/AGU;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota3092008.pdf
Administrativo;Nota PFE;302;2008;21/11/2008;52400.004479/08;Não;Vigente;—;DIRPA. Comprovação de valores pagos anuidades. ;"Trata-se de consulta acerca do adequado ""modus procedendi” que a DIRPA deveria ter para os fins de comprovar o ingresso, nos cofres do INPI, dos valores atinentes ao pagamento das anuidades. A Procuradoria manifesta que, antes de emitir um juízo de valor acerca da matéria, é imprescindível conhecer os procedimentos internos, bem como a metodologia adotada pela DIRPA, com vistas a efetuar o controle do pagamento desta retribuição. ";DIRPA;Portaria MDIC nº 130 de 2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota3022008.pdf
Marcas;Parecer PFE;27;2008;19/11/2008;001105/03;Não;Vigente;Art. 128, § 1º da LPI.;Marcas. Cessão de marca. Condomínio;Trata-se de consulta formulada pelo representante legal de um Condomínio, face às informações conturbadas acerca da matéria, sobre a possibilidade de averbação das transferências formuladas junto a processos de marcas. A Procuradoria sugere o indeferimento desses pedidos face ao não-atendimento dos dispositivos constantes do art. 128, § 1º da LPI. ;DIRMA;"INPI n. 001105/03 
Registros n. 816419469
e 816419477";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer0272008.pdf
Patentes;Nota PFE;300;2008;18/11/2008;8086;Não;Vigente;"Art. 107 do CC
Art. 5 do Decreto nº 83.936";Modelo de Utilidade. Transferência de titularidade. ;Trata-se da averbação de contrato de exploração de licença exclusiva de Modelo de Utilidade, cujo documento possui emendas no CNPJ e na razão social. Distinção entre 'rasura' e 'emenda'. Possibilidade de saneamento através da formulação de nova exigência, sob pena de o contrato não vir a ser averbado. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota3002008.pdf
Administrativo;Nota PFE;295;2008;10/11/2008;52400.003121/08;Não;Vigente;—;Administrativo. Instabilidade sistema online;Trata-se de requerimento acerca da instabilidade no sistema do INPI. A Procuradoria manifesta que restou ratificada a impossibilidade operacional de ver equacionada a questão posta e, assim, atender ao petitum da ABAPI, contemplando a prioridade temporal de direitos decorrentes do depósito de pedidos de registro de marcas ou pedidos de patentes efetuados no indigitado dia 16/06/08. Diante disso, e tendo em vista o caráter eminentemente técnico do tema sub examine, além de caracterizar-se como uma situação fática, opinou-se pelo encaminhamento à autoridade superior para o que couber. ;DIRAD;NOTA/N 248/08;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota02952008.pdf
Marcas;Nota PFE;291;2008;03/11/2008;81252355;Não;Vigente;Art. 143 da Lei nº 8.112/90;Marcas. Nulidade. Nulidade por fraude em cessão;Trata-se de denúncia de fraude decorrente de apresentação de documentação falsa. A Procuradoria manifesta-se pela necessidade de retorno da situação ao status quo ante, anulando-se a referida cessão, concomitantemente à apuração de responsabilidades. ;DIRMA;"MEMOIOUVIDORIA/INPI/PR!Nº 2491200
Processo 04421393000168";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2912008.pdf
Normas;Nota PFE;229;2008;17/10/2008;2623/2008;Não;Vigente;Projeto de Lei nº 2.906/2008;"Normas. 
PL 2906 de 2008. ";Projeto de Lei nº 2. 906/2008, de autoria da Deputada Federal Vanessa Grazziotin. Na ausência de qualquer fato novo passível de modificar a compreensão desta Procuradoria acerca da matéria, permanece hígido o entendimento já firmado por este órgão jurídico na NOTA 322/2007 e reiterado na NOTA 111/2008;Presidência do INPI;"NOTA 322/2007
NOTA 111/2008";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2292008.pdf
Marcas;Nota PFE;272;2008;15/10/2008;820256285;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário. ;DIRMA;"Parecer 042/2000
Nota 273
Nota 274
Nota 275
Nota 276
Nota 277
Nota 278
Nota 279
Nota 280


";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2722008.pdf
Marcas;Nota PFE;273;2008;15/10/2008;820254185;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário. ;DIRMA;"Parecer 042/2000
Nota 272
Nota 274
Nota 275
Nota 276
Nota 277
Nota 278
Nota 279
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2732008.pdf
Marcas;Nota PFE;274;2008;15/10/2008;820238775;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário. ;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 275
Nota 276
Nota 277
Nota 278
Nota 279
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2722008.pdf
Marcas;Nota PFE;275;2008;15/10/2008;820238813;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário. ;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 274
Nota 276
Nota 277
Nota 278
Nota 279
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2722008.pdf
Marcas;Nota PFE;276;2008;15/10/2008;820254193;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário. ;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 274
Nota 275
Nota 277
Nota 278
Nota 279
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2722008.pdf
Marcas;Nota PFE;277;2008;15/10/2008;820238783;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 274
Nota 275
Nota 276
Nota 278
Nota 279
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2772008.pdf
Marcas;Nota PFE;278;2008;15/10/2008;820273090;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 274
Nota 275
Nota 276
Nota 277
Nota 279
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2772008.pdf
Marcas;Nota PFE;279;2008;15/10/2008;820270377;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 274
Nota 275
Nota 276
Nota 277
Nota 278
Nota 280";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2772008.pdf
Marcas;Nota PFE;280;2008;15/10/2008;5006767;Não;Vigente;—;Marcas. Retribuições INPI. Reutilização de guias;Trata-se de reaproveitamento de Guia praticado por usuário em que a Procuradoria manifesta que compete aos setores responsáveis a manutenção e guarda do presente processo à disposição da Polícia Federal e/ou Poder Judiciário;DIRMA;"Parecer 042/2000
Nota 272
Nota 273
Nota 274
Nota 275
Nota 276
Nota 277
Nota 278
Nota 279
";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2772008.pdf
Desenhos industriais;Nota PFE;282;2008;15/10/2008;DI 6202247-4;Não;Vigente;Art. 58, 59, 60, 121 da LP;Desenho Industrial. Transferência de titularidade. ;Trata-se de dúvida quanto ao arquivamento ou indeferimento do pedido de anotação de cessão/transferência de desenho industrial com exigência não cumprida no tocante ao procurador. A Procuradoria orienta formulação de nova exigência com a observação de arquivamento do pedido, caso não cumprida. ;DIRMA;"Processo DI 6202247-4
RPI n 194/2008";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2822008.pdf
Marcas;Nota PFE;270;2008;14/10/2008;52400.003740/06;Não;Vigente;Art. 124, da LPI;Marcas. Artigo 124. Inciso XX;"Trata-se de consulta sobre interpretação equivocada da Agência de Vigilância Sanitária (ANVISA) acerca de dispositivo legal. A Procuradoria esclarece que a finalidade da norma é coibir o abuso das chamadas ""marcas defensivas"" ou de ""reserva"", onde, por meio de sucessivos registros o titular burla o instituto da caducidade. Não pode, pois, a ANVISA usar dispositivo legal da LPI para fundamentar a sua proibição. ";DIRMA;Nota Técnica n 32/2004;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2702008.pdf
Patentes;Nota PFE;265;2008;24/09/2008;52400.003121/08;Não;Vigente;—;Propriedade Industrial. Marcas e Patentes. ABAPI. Devolução de prazo. Instabilidade da Rede. Sistema on-line. ;Problemas de instabilidade da Rede, do qual resultou a ineficiência parcial dos sistemas on-line, que gerou o manifesto da Associação Brasileira dos Agentes da Propriedade Industrial (ABAPI). Devolução de prazo. ;"DIRPA
DIRAD";NOTA/INPI/PROC/ CJCONS/Nº 248/08;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2652008.pdf
Marcas;Nota PFE;261;2008;17/09/2008;825698316;Não;Vigente;Art. 143, do RJU;Marcas. Renúncia de direito. ;Trata-se de denúncia do titular sobre o pedido de renúncia ao respectivo registro, em que há apontamento de falsidade material e ideológica. A Procuradoria indica a instauração de procedimento investigativo próprio, nos termos do artigo 143, do RJU, bem como encaminhamento à Polícia Federal, tendo em vista a natureza da irregularidade noticiada. ;DIRMA;"Petição n 020080086491/2008
RPI 1948/08";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota26120008.pdf
Marcas;Parecer PFE;21;2008;16/09/2008;0842/2002;Não;Vigente;Art. 129 da LPI;Marcas. Direito de precedência;Trata-se da abrangência do direito de precedência de um registro marcário, em especial no que se refere ao momento em que o mesmo pode ser invocado, de forma a tutelar a pretensão de utente. A Procuradoria manifesta que não cabe ao INPI fixar aquilo que não foi efetuado pela Lei, razão pela qual não há que se falar em limitação do direito ao exercício do aludido direito, podendo o mesmo ser exercido em qualquer fase da instância administrativa ou perante o Poder Judiciário. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer002108.pdf
Marcas;Parecer PFE;22;2008;16/09/2008;s/nº;Não;Vigente;Art. 129 da LPI;MARCA. PROPRIEDADE INDUSTRIAL. DIREITO DE PRECEDÊNCIA. ARTIGO 129 §§1º e 2º DA LEI Nº 9279/96. MOMENTO DE ARGUIÇÃO;Questiona-se, através do presente, a abrangência do direito de precedência de um registro marcário, em especial no que se refere ao momento em que o mesmo pode ser invocado, de forma a tutelar a pretensão de utente. O ponto nodal se situa na aplicação do do artigo 129 da Lei nº 9279/96,;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer0022008.pdf
Desenhos industriais;Nota PFE;258;2008;05/09/2008;"DI 6705091-3 
DI 6705090-5";Não;Vigente;Art. 6, 7, 94 da LPI;Desenho Industrial. Pedidos de registro análogos. ;Trata-se de consulta sobre dois pedidos de registro análogos, depositados na mesma data, pelo próprio autor. A Procuradoria manifesta ser inaplicável à espécie os artigos 6º e 7º da LPI, indicando que o segundo pedido deve ser considerado prejudicado, devido à perda de finalidade. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2582008.pdf
Marcas;Nota PFE;253;2008;04/09/2008;Protocolo n. 053;Não;Vigente;Art. 966 da Lei nº 10.406/02;Marcas. Retribuições INPI. Benefício redução de retribuições. ;Trata-se de pedido de esclarecimento acerca de optante pelo Simples Nacional x micro empresa x empresa de pequeno porte. A Procuradoria faz formulação de exigência e orienta comprovação da condição de micro empresa a fim de pagar a taxa reduzida. ;DIRMA;"Lei n 9. 317/96
Lei n 9. 841/99";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2532008.pdf
Marcas;Nota PFE;254;2008;04/09/2008;827717440;Não;Vigente;Art. 162 da LPI;Marcas. Retribuições INPI. Pagamento decênio. ;Trata-se do pagamento das taxas referentes à proteção decenal e expedição do certificado levado a efeito intempestivamente, cujo pedido foi arquivado. A Procuradoria manifesta que não há como considerar o pagamento como se tempestivo fosse, sob pena de se abrir um precedente que não encontra nenhum respaldo na legislação vigente que rege a matéria. ;DIRMA;Ofício n 606/CGCRE/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2542008.pdf
Patentes;Nota PFE;255;2008;03/09/2008;7800705-4;Não;Vigente;"Art.31 da lei 9279/06
Art. 11 da LPI";Patentes. Mudança inventor. ;Trata-se de consulta sobre a possibilidade legal da substituição do nome do inventor quando já ocorrido o depósito de patente no Brasil. A Procuradoria manifesta-se pelo não conhecimento do pedido de alteração do nome do inventor. ;DIRPA;"Petição 3577-RJ/98
Petição n 8640/04";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2552008.pdf
Procuradoria;Parecer PFE;20;2008;25/08/2008;817859969;Sim;Vigente;Arts. 2º, inciso V, da LPI, e Art. 10 Bis, da CUP;Indeferimento de pedidos de registro de marca. ;Instrui sobre a abstenção da aplicação dos artigos 2º, inciso V, da LPI, e art. 10 Bis, da CUP, como base para indeferimento de pedidos de registro de marca;DIRMA;"PARECER/PROC nº 032/80
PARECERIINPI/PROC/DICONS nº 01/92";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer-20_2008.pdf
Administrativo;Nota PFE;248;2008;21/08/2008;52400.003121/08;Não;Vigente;—;Administrativo. Instabilidade sistema online;Trata-se de requerimento da ABAPI de devolução de prazos provocados por instabilidade de sistema. A Procuradoria manifesta que os prazos têm de ser devolvidos in totum, a fim de se evitar lesão a terceiros que não contribuíram para os prejuízos. ;DIRAD;RPI n 1957/08;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2482008.pdf
Marcas;Nota PFE;246;2008;19/08/2008;811338770;Não;Vigente;—;Marcas. Pedidos de prorrogação. Perda pedido original;Trata-se de petição de prorrogação cadastrada no INPI, relativa ao decênio de 1995 a 2005, cujo original não foi localizado no arquivo, e em que se dispõe, apenas, dos dados referentes à sua folha de rosto, sendo que o pagamento não confirmado pela seção de contabilidade, em vista da ausência da guia de pagamento. A Procuradoria solicita mais informações acerca do processo. ;DIRMA;Pet. (SP) 026143/1995;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2462008.pdf
Marcas;Nota PFE;244;2008;18/08/2008;5,24E+12;Não;Vigente;Art. 216 da LPI;"Marcas. 
e-Marcas";Trata-se de pedido de revisão do PARECER/INPI/PROC/CJCONS/N. 003/08, considerando-se o sistema eletrônico e-INPI, instituído pela RESOLUÇÃO Nº 126/06 e o módulo de Marcas, e-MARCAS, estabelecido pela RESOLUÇÃO Nº 127/06, integrante do sistema e-INPI. ;DIRMA;PARECER/INPI/PROC/CJCONS/N 003/08;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2442008.pdf
Marcas;Nota PFE;242;2008;14/08/2008;814887724;Não;Vigente;Art. 133, 221 da LPI;Marcas. Pedidos de prorrogação. Ausência de pedido - extinção;Trata-se de dúvida com relação à extinção de registro de marca por falta de pedido de prorrogação no prazo legal. A Procuradoria aponta existência de Ação de Nulidade ajuizada por terceiro contra o titular e o INPI e orienta a extinção do registro, consultada a PROC/CONT. ;DIRMA;Processo de nº 814887724/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2422008.pdf
Marcas;Nota PFE;243;2008;14/08/2008;81488773;Não;Vigente;Art. 133, 221 da LPI;Marcas. Pedidos de prorrogação. Ausência de pedido - extinção;Trata-se de dúvida com relação à extinção de registro de marca por falta de pedido de prorrogação no prazo legal. A Procuradoria aponta existência de Ação de Nulidade ajuizada por terceiro contra o titular e o INPI e orienta a extinção do registro, consultada a PROC/CONT. ;DIRMA;Processo de nº 814887732/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2432008.pdf
Patentes;Nota PFE;240;2008;08/08/2008;PI 9407370-8;Não;Vigente;"Art. 56, 229 da LPI
Art. 9 da lei Nº 5.772/71
Acordo TRIPS";Patentes. Nulidades. Artigo 229-A LPI;Trata-se da possibilidade de o INPI propor ação de nulidade, tendo em vista que a patente em referência foi concedida ao arrepio da LPI. A Procuradoria manifesta que caberá ao INPI promover revisão do ato concessório da patente em comento, propondo a respectiva ação de nulidade prevista no artigo 56 da LPI, face à infringência ao artigo 229-A do mesmo diploma, em homenagem ao Princípio da Legalidade, ao qual todo ente público está vinculado. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2402008.pdf
Desenhos industriais;Nota PFE;235;2008;31/07/2008;DI 6003582-0;Não;Vigente;Arts. 58, 59, 60, 121 e 220 da LPI;PROPRIEDADE INDUSTRIAL. DESENHO INDUSTRIAL. PEDIDO DE TRANSFERÊNCIA DE TITULARIDADE FORMULADO DUAS VEZES PELO MESMO REQUERENTE. AUSÊNCIA DE IMPEDIMENTO LEGAL. ;"Trata-se de consulta encaminhada pela Coordenação Geral de Outros
Registros, a pedido da Seção de Apoio Técnico de Outros Registros, nos termos do despacho de fls. 57, solicitando orientação quanto ao procedimento a ser adotado em relação ao segundo pedido de transferência de titularidade, protocolizado por José Carlos Marino, através da Pet(DEPR) nº 50004471, de 28/12/2005, às fls. 39. Em resumo, segundo o entendimento daquele setor, o fato de a Diretoria de Patentes ter indeferido um pedido de transferência serviria para cercear o direito de o requerente formular administrativamente idêntico pedido. ";CJCONS;Pet(DEPR) nº 50004471, de 28/12/2005;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2352008.pdf
Patentes;Nota PFE;228;2008;17/07/2008;2439/2008;Não;Vigente;Art. 71 da Lei nº 9.279/96;Patentes. Licença compulsória. ;Trata-se de manifestação em que a Procuradoria apresenta 3 alternativas à licença compulsória concedida. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2282008.pdf
Marcas;Nota PFE;226;2008;14/07/2008;000151/05;Não;Vigente;Art. 155, 157 da LPI;Marcas. Sindicância por irregularidades em registro;Trata-se de pedido de registro com exigência formal, em que o usuário foi notificado somente após 3 (três) anos. A Procuradoria sugere instauração, de imediato, de procedimento disciplinar para apuração devida. ;DIRMA;Protocolo n 000151;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2262008.pdf
Patentes;Nota PFE;223;2008;09/07/2008;1100204-2;Não;Vigente;Art. 230 le Nº 9.279/96;Patentes. Solicitação extensão de prazo;Trata-se de consulta sobre exame de petição com requerimento de correção de prazo de validade da sua patente, argumentando que de acordo com o parágrafo 4º do artigo 230 da LPI, as patentes concedidas com base neste artigo terão vigência equivalente ao prazo remanescente de proteção no país onde foi depositado o primeiro pedido. A Procuradoria manifesta que não cabe ser aceita a pretensão da titular e em consequência deve ser declarada não conhecida a petição, por falta de fundamentação legal - artigo 219 inciso II da LPI. ;DIRPA;Petição n 020080069406/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2232008.pdf
Marcas;Nota PFE;222;2008;08/07/2008;000199/16-08-2007;Não;Vigente;—;Marcas. Retribuições INPI. Extemporaneidade. ;Trata-se de indeferimento do pedido em decorrência da ausência de cumprimento dos prazos legais. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota2222008.pdf
Marcas;Parecer PFE;15;2008;30/06/2008;814289860;Não;Vigente;—;Marcas. Pedidos de prorrogação. Ausência de pedido - extinção;Trata-se de consulta sobre ausência de prorrogação sem a caracterização do obstáculo administrativo ou demonstração de fatores excepcionais, de caráter externo, que enquadrar-se-iam no tipo força maior ou motivo justificado invalidam o pedido de devolução do prazo para prorrogação. A Procuradoria orienta que a DIRMA poderá normalizar regras internas que autorizem a prévia comunicação, por parte do INPI, ao titular do direito marcário ou seu representante legal quando do risco iminente da fluição do prazo para prorrogação do registro com a consequente perda do título então registrado. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer0152008.pdf
Marcas;Parecer PFE;13;2008;28/06/2008;82090008;Não;Vigente;Lei nº 5.772/1971 CPI;Marcas. Cessão de marca. ;Trata-se de consulta formulada pela Diretoria de Marcas, a fim de obter orientação acerca do procedimento a ser adotado em caso de duas ou mais pessoas requererem a propriedade a título exclusivo de uma mesma marca no ato do depósito ou em pedido de averbação de transferência. A Procuradoria manifesta haver possibilidade em razão da aplicação de analogia jurídica ao instituto de registro de desenho industrial e o de patente. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer-inpi-00013-2008.pdf
Normas;Nota PFE;111;2008;18/06/2008;2623/2008;Não;Vigente;projeto de Lei nº 2.906/2008;"Normas. 
PL 2906 de 2008. ";Trata-se do projeto de Lei nº 2. 906/2008, de autoria da Deputada Federal Vanessa Grazziotin. A Procuradoria manifesta que o exame do tema, sob o ângulo exclusivo da Propriedade Industrial, conduz a opinar-se pela sua rejeição, ao menos, nos seus termos atuais. ;Presidência do INPI;Nota INPI nº 322/2007;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota1112008.pdf
Marcas;Nota PFE;113;2008;18/06/2008;821681273;Não;Vigente;—;Marcas. Ações judiciais. Desistência;Trata-se de consulta sobre o sobrestamento de tramitação por decisão judicial. A Procuradoria manifesta que pedidos de renúncia do registro da aludida marca devem ser comunicados ao MM Juízo, diante da existência de restrição judicial quanto a qualquer procedimento em sede administrativa. ;DIRMA;"Ação Cautelar Inominada n 167. 05. 000426-9
NOTA/INPI/PROC/CJCONS/Nº 247";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota1132008.pdf
Administrativo;Nota PFE;108;2008;16/06/2008;005079/07;Não;Vigente;Ato Normativo 161/2002, 127/97;Administrativo. Recebimento documentação sedex e porte simples;Trata-se de consulta sobre como proceder com relação ao recebimento de documentos. A Procuradoria manifesta que o documento deve ser recebido sempre, não importa a forma como veio, se através de Sedex ou correspondência simples e com AR ou não. Esclarece que o AR apenas garante a quem encaminhou a correspondência que esta foi recebida pelo destinatário e em que data, caso isso venha a ser questionado. ;DIRAD;RPI 1925/ 2007;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota1082008.pdf
Procuradoria;Parecer PFE;12;2008;10/06/2008;819375373;Sim;Vigente;"Art. 124, inciso XIX da LPI.
Art. 128 LPI.
Art.10 bis (2) da CUP.
Art. 2º, § 2º, da CLT";Titulares de marca. Grupo econômico. ;Instrui sobre marcas para titulares pertencentes a um mesmo grupo econômico;DIRMA;"Petição (RJ) 004524, de 11/08/2000;
PARECERIINPI/PROC/OICONS - AD/ n. 069/93, de 09/11/1993. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer-12_2008.pdf
